cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,temperature,timestamp,unknown_134,unknown_135,unknown_136,unknown_87,unknown_90,activity_event,activity_event_group,activity_event_type,activity_local_timestamp,activity_num_sessions,activity_timestamp,activity_total_timer_time,activity_type,activity_unknown_7,device_ant_device_number,device_ant_network,device_ant_transmission_type,device_battery_status,device_battery_voltage,device_cum_operating_time,device_device_index,device_device_type,device_garmin_product,device_hardware_version,device_manufacturer,device_sensor_position,device_serial_number,device_software_version,device_source_type,device_timestamp,device_unknown_13,device_unknown_15,device_unknown_16,device_unknown_17,device_unknown_23,device_unknown_24,device_unknown_29,device_unknown_30,device_unknown_31,device_unknown_32,device_unknown_8,device_unknown_9
85,85.77,100.0,3.508,0.5,115,298100939,1446986332,27,2025-02-17 23:22:50,,176,115,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
84,88.58,100.0,3.508,0.5,116,298100748,1446986514,27,2025-02-17 23:22:51,,176,116,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
85,95.65,100.0,3.462,0.5,120,298100431,1446987331,27,2025-02-17 23:22:53,,176,120,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
85,99.51,100.0,3.434,0.5,122,298100292,1446987767,27,2025-02-17 23:22:54,,176,122,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,115.92,100.20000000000005,3.35,0.0,125,298100197,1446989744,27,2025-02-17 23:22:58,,72,125,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,123.34,100.39999999999998,3.322,0.0,126,298100236,1446990625,27,2025-02-17 23:23:00,,57,126,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,144.2,100.60000000000002,3.256,0.0,127,298100303,1446993091,27,2025-02-17 23:23:06,,88,127,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,157.23,101.0,3.21,0.0,128,298100296,1446994627,27,2025-02-17 23:23:10,,72,128,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,160.26,101.0,3.21,0.0,128,298100311,1446994987,27,2025-02-17 23:23:11,,72,128,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,175.09,101.0,3.163,0.0,131,298100310,1446996730,27,2025-02-17 23:23:16,,32,131,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,183.84,101.0,3.06,0.0,134,298100386,1446997750,27,2025-02-17 23:23:19,,32,134,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,191.92,101.0,3.014,0.0,135,298100466,1446998702,27,2025-02-17 23:23:22,,25,135,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,215.04,101.0,3.042,0.0,136,298101427,1447001206,26,2025-02-17 23:23:29,,25,136,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,228.68,101.0,3.023,0.0,137,298102790,1447001804,26,2025-02-17 23:23:34,,25,137,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,241.23,101.0,3.014,0.0,138,298103995,1447000729,26,2025-02-17 23:23:39,,44,138,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,259.4,101.0,2.995,0.0,139,298104998,1446998849,26,2025-02-17 23:23:45,,32,139,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,280.96,101.0,2.986,0.0,140,298105086,1446996298,26,2025-02-17 23:23:52,,18,140,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,283.94,101.0,2.986,0.0,140,298105081,1446995948,26,2025-02-17 23:23:53,,18,140,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,300.41,100.60000000000002,2.967,0.0,143,298105061,1446994011,26,2025-02-17 23:23:59,,12,143,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,313.02,100.60000000000002,2.958,0.0,142,298105079,1446992528,26,2025-02-17 23:24:03,,12,142,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,333.52,100.20000000000005,2.939,0.0,141,298105248,1446990114,26,2025-02-17 23:24:10,,18,141,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,344.36,100.0,2.93,0.0,140,298105275,1446988836,26,2025-02-17 23:24:14,,32,140,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,346.96,100.0,2.921,0.0,140,298105244,1446988530,26,2025-02-17 23:24:15,,32,140,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,364.79,100.0,2.902,0.0,141,298104287,1446986718,26,2025-02-17 23:24:21,,32,141,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,381.8,100.0,2.893,0.0,141,298102508,1446986195,26,2025-02-17 23:24:27,,32,141,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,395.83,100.39999999999998,2.893,0.0,144,298101144,1446986867,26,2025-02-17 23:24:32,,44,144,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,398.43,100.60000000000002,2.893,0.0,145,298100975,1446987128,26,2025-02-17 23:24:33,,44,145,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,419.9,100.39999999999998,2.893,0.0,148,298100129,1446989429,26,2025-02-17 23:24:40,,18,148,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,423.12,100.39999999999998,2.893,0.0,148,298100135,1446989811,26,2025-02-17 23:24:41,,18,148,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,446.06,100.39999999999998,2.921,0.0,149,298100071,1446992524,26,2025-02-17 23:24:48,,12,149,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
91,459.8,100.60000000000002,2.948,0.0,147,298100101,1446994140,26,2025-02-17 23:24:52,,25,147,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,476.65,101.0,2.976,0.0,149,298100197,1446996137,26,2025-02-17 23:24:57,,25,149,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,490.02,101.0,3.004,0.0,150,298100110,1446997713,26,2025-02-17 23:25:01,,18,150,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,510.57,101.0,3.042,0.0,150,298100264,1447000095,26,2025-02-17 23:25:08,,18,150,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,516.99,101.0,3.042,0.0,150,298100674,1447000725,26,2025-02-17 23:25:10,,18,150,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,534.09,101.20000000000005,3.144,0.0,150,298102404,1447001576,26,2025-02-17 23:25:15,,12,150,,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,550.53,101.79999999999995,2.976,0.0,151,298104076,1447001067,26,2025-02-17 23:25:21,,18,151,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,559.53,102.0,2.967,0.0,150,298104708,1447000207,26,2025-02-17 23:25:24,,18,150,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,565.7,101.0,2.995,0.0,149,298104909,1446999468,26,2025-02-17 23:25:26,,18,149,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,568.13,101.0,3.014,0.0,148,298104936,1446999159,26,2025-02-17 23:25:27,,18,148,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,588.49,101.0,3.014,0.0,146,298105124,1446996786,26,2025-02-17 23:25:34,,18,146,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,608.65,100.79999999999995,2.958,0.0,146,298105010,1446994404,26,2025-02-17 23:25:41,,18,146,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,617.87,100.60000000000002,2.948,0.0,145,298105192,1446993319,26,2025-02-17 23:25:44,,88,145,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,638.13,100.39999999999998,2.948,0.0,146,298105160,1446990915,26,2025-02-17 23:25:50,,72,146,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,648.84,100.20000000000005,2.948,0.0,149,298105265,1446989648,25,2025-02-17 23:25:53,,57,149,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,652.39,100.20000000000005,2.948,0.0,149,298105325,1446989235,25,2025-02-17 23:25:54,,57,149,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,658.42,100.20000000000005,2.958,0.0,152,298105298,1446988513,25,2025-02-17 23:25:56,,44,152,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,672.77,99.60000000000002,2.976,0.0,153,298104831,1446986923,25,2025-02-17 23:26:01,,44,153,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,675.85,99.60000000000002,2.976,0.0,153,298104590,1446986663,25,2025-02-17 23:26:02,,44,153,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,694.06,100.20000000000005,2.967,0.0,154,298102656,1446986204,25,2025-02-17 23:26:08,,18,154,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,711.05,100.0,2.976,0.0,154,298101030,1446986948,25,2025-02-17 23:26:14,,18,154,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,713.97,100.60000000000002,2.986,0.0,154,298100855,1446987245,25,2025-02-17 23:26:15,,18,154,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,732.17,100.39999999999998,3.004,0.0,153,298100088,1446989220,25,2025-02-17 23:26:21,,25,153,300.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,754.05,100.39999999999998,3.004,0.0,153,298100174,1446991836,25,2025-02-17 23:26:28,,25,153,300.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,762.8,100.79999999999995,3.023,0.0,152,298100084,1446992866,25,2025-02-17 23:26:31,,18,152,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,784.27,101.39999999999998,3.06,0.0,150,298100107,1446995398,25,2025-02-17 23:26:38,,25,150,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
87,806.39,100.79999999999995,3.06,0.0,151,298099981,1446998000,25,2025-02-17 23:26:45,,32,151,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,816.25,101.0,3.06,0.0,152,298100075,1446999170,25,2025-02-17 23:26:48,,32,152,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,835.56,102.0,3.07,0.0,154,298101257,1447001010,25,2025-02-17 23:26:54,,18,154,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,853.35,102.20000000000005,3.079,0.0,154,298103132,1447001272,25,2025-02-17 23:27:00,,25,154,881.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,873.74,100.79999999999995,3.098,0.0,154,298104952,1446999934,25,2025-02-17 23:27:06,,25,154,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,892.15,101.0,3.135,0.0,155,298105371,1446997826,25,2025-02-17 23:27:12,,72,155,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,913.89,100.79999999999995,3.144,0.0,156,298105219,1446995261,25,2025-02-17 23:27:19,,57,156,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,920.75,100.79999999999995,3.144,0.0,156,298105210,1446994450,25,2025-02-17 23:27:21,,57,156,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,942.67,100.39999999999998,3.144,0.0,157,298105356,1446991866,25,2025-02-17 23:27:28,,32,157,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
88,951.92,100.39999999999998,3.144,0.0,157,298105402,1446990776,25,2025-02-17 23:27:31,,32,157,894.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
90,974.61,100.0,3.144,0.0,156,298105214,1446988104,25,2025-02-17 23:27:38,,12,156,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
89,980.58,100.0,3.144,0.0,156,298105081,1446987416,25,2025-02-17 23:27:40,,12,156,0.0,,activity,,stop,2025-02-18 07:54:49,1,2025-02-17 23:54:49,1923.228,manual,,,,,,,,creator,,3441,,garmin,,3304429333,13.0,local,2025-02-17 23:22:24,,,,,,,"(None, None, None, None, None, None)",,,,,
